title,author,isbn,openLibraryId,url,description
""The Westing Game"",""Ellen Raskin"","""",""OL4103857W"",""https://openlibrary.org/works/OL4103857W"",
""The Whalebone Theatre"",""Joanna   Quinn"",""0593321707"","""","""",
""The Whispered Tales of Graves Grove"",""J.S. Bailey"","""","""","""",
""The Wicked Deep"",""Shea Ernshaw"",""1481497340"",""OL19914219W"",""https://openlibrary.org/works/OL19914219W"","Three sisters, drowned as witches in Sparrow, Oregon, in the 1800s, return each summer for revenge but Penny, seventeen, is determined to stop them to save the boy she loves."
""The Widow's Husband's Secret Lie"",""Freida McFadden"","""","""","""",
""The Winding"",""Avi Datta"",""1647043905"","""","""",
""The Wise Man's Fear"",""Patrick Rothfuss"",""0756404738"","""","""","Preceded by: [The Name of the Wind][1]

In The Wise Man's Fear, Kvothe searches for answers, attempting to uncover the truth about the mysterious Amyr, the Chandrian, and the death of his parents. Along the way, Kvothe is put on trial by the legendary Adem mercenaries, forced to reclaim the honor of his family, and travels into the Fae realm. There he meets Felurian, the faerie woman no man can resist, and who no man has ever survived...until Kvothe.

Now, Kvothe takes his first steps on the path of the hero and learns how difficult life can be when a man becomes a legend in his own time.

([source][2])


  [1]: https://openlibrary.org/works/OL9772092W/The_Name_of_the_Wind
  [2]: https://www.patrickrothfuss.com/content/books.asp"
""The Wish Granter"",""C.J. Redwine"",""0062360302"","""","""","The world has turned upside down for Thad and Ari Glavan, the bastard twins of Súndraille&#x;s king. Their mother was murdered. The royal family died mysteriously. And now Thad sits on the throne of a kingdom whose streets are suddenly overrun with violence he can&#x;t stop. Growing up ignored by the nobility, Ari never wanted to be a proper princess. And when Thad suddenly starts training Ari to take his place, she realizes that her brother&#x;s ascension to the throne wasn't fate. It was the work of a Wish Granter named Alistair Teague who tricked Thad into wishing away both the safety of his people and his soul in exchange for the crown. So Ari recruits the help of Thad&#x;s enigmatic new weapons master, Sebastian Vaughn, to teach her how to fight Teague. With secret ties to Teague&#x;s criminal empire, Sebastian might just hold the key to discovering Alistair&#x;s weaknesses, saving Ari&#x;s brother -- and herself. But Teague is ruthless and more than ready to destroy anyone who dares stand in his way -- and now he has his sights set on the princess. And if Ari can&#x;t outwit him, she&#x;ll lose Sebastian, her brother... and her soul."
""The Witches of New York"",""Ami McKay"",""0062359932"",""OL20163444W"",""https://openlibrary.org/works/OL20163444W"",
""The Wolves at the Door: The True Story of America's Greatest Female Spy"",""Judith L. Pearson"","""","""","""",
""The Woman in the Window"",""A.J. Finn"","""",""OL27036508W"",""https://openlibrary.org/works/OL27036508W"",
""The World According to Garp"",""John Irving"",""0345915593"",""OL24316420W"",""https://openlibrary.org/works/OL24316420W"",
""The Wrong Family"",""Tarryn Fisher"",""1525810006"","""","""",
""The X-Files: Cold Cases"",""Joe Harris"","""","""","""",
""Theft by Finding: Diaries 1977-2002"",""David Sedaris"",""0316154725"","""","""","For forty years, David Sedaris has kept a diary in which he records everything that captures his attention-overheard comments, salacious gossip, soap opera plot twists, secrets confided by total strangers. These observations are the source code for his finest work, and through them he has honed his cunning, surprising sentences.

Now, Sedaris shares his private writings with the world. Theft by Finding, the first of two volumes, is the story of how a drug-abusing dropout with a weakness for the International House of Pancakes and a chronic inability to hold down a real job became one of the funniest people on the planet.

Written with a sharp eye and ear for the bizarre, the beautiful, and the uncomfortable, and with a generosity of spirit that even a misanthropic sense of humor can't fully disguise, Theft By Finding proves that Sedaris is one of our great modern observers. It's a potent reminder that when you're as perceptive and curious as Sedaris, there's no such thing as a boring day."
""Theft of Swords (The Riyria Revelations"," #1-2)"",""Michael J. Sullivan"",""0316187747"","""",
""These Violent Delights"",""Chloe Gong"",""1534457690"","""","""",
""They Both Die at the End"",""Adam Silvera"",""0062457799"","""","""","Adam Silvera reminds us that there’s no life without death and no love without loss in this devastating yet uplifting story about two people whose lives change over the course of one unforgettable day.

On September 5, a little after midnight, Death-Cast calls Mateo Torrez and Rufus Emeterio to give them some bad news: They’re going to die today.

Mateo and Rufus are total strangers, but, for different reasons, they’re both looking to make a new friend on their End Day. The good news: There’s an app for that. It’s called the Last Friend, and through it, Rufus and Mateo are about to meet up for one last great adventure—to live a lifetime in a single day.

In the tradition of Before I Fall and If I Stay, They Both Die at the End is a tour de force from acclaimed author Adam Silvera, whose debut, More Happy Than Not, the New York Times called “profound.”

Plus don't miss The First to Die at the End: #1 New York Times bestselling author Adam Silvera returns to the universe of international phenomenon They Both Die at the End in this prequel. New star-crossed lovers are put to the test on the first day of Death-Cast’s fateful calls."
""They Never Learn"",""Layne Fargo"",""1982132027"","""","""",
""Things Fall Apart"",""Chinua Achebe"","""",""OL891786W"",""https://openlibrary.org/works/OL891786W"",
""Thirst"",""Jacquelyn Frank"","""","""","""",
""This Dark Descent"",""Kalyn Josephson"",""1250812364"","""","""",
""This Is Why We Lied"",""Karin Slaughter"",""0063336723"","""","""",
""This Life or the Next"",""Demian Vitanza"",""1503958817"",""OL20922742W"",""https://openlibrary.org/works/OL20922742W"",
""This Mortal Coil"",""Emily Suvada"",""1481496336"","""","""","""In a world where people are implanted with technology to recode their DNA, gene-hacking genius Cat must decrypt her late father's message concealing a vaccine to a horrifying plague""--"
""This Tender Land"",""William Kent Krueger"",""1476749299"","""","""",
""Those Who Leave and Those Who Stay"",""Elena Ferrante"","""",""OL34777467W"",""https://openlibrary.org/works/OL34777467W"",
""Threats of Sky and Sea"",""Jennifer Ellision"","""",""OL29947335W"",""https://openlibrary.org/works/OL29947335W"",
""Three Hours in Paris"",""Cara Black"","""",""OL20692475W"",""https://openlibrary.org/works/OL20692475W"",
""Three Mages and a Margarita"",""Annette Marie"",""1988153220"","""","""",
""Throne of Glass"",""Sarah J. Maas"","""",""OL16607146W"",""https://openlibrary.org/works/OL16607146W"",
""Throne of the Fallen"",""Kerri Maniscalco"","""",""OL34336153W"",""https://openlibrary.org/works/OL34336153W"",
""Thunderhead"",""Neal Shusterman"",""1442472472"","""","""","HUMANS LEARN FROM THEIR MISTAKES.

I CANNOT.

**I MAKE NOT MISTAKES.**

The Thunderhead is the perfect ruler of a perfect world, but it has no control over the scythedom. A year has passed since Rowan has gone off grid. Since then he has become an urban legend, a vigilante snuffing out corrupt scythes in a trial by fire. His story is told in whispers across the continent.

As Scythe Anastasia, Citra gleans with compassion and openly challenges the ideals of the ""new order."" But when her life is threatened and her methods questioned, it becomes clear that not everyone is open to the change.

In the thrilling sequel to the Printz Honor Book *Scythe*, old foes and new enemies converge. And as corruption within the scythedom spreads, Rowan and Citra begin to lose hope. Will the Thunderhead intervene?

Or will it simply watch as this perfect world begins to unravel?

This description comes from the publisher. *Thunderhead* is the second book in the Arc of a Scythe, the first of which is *Scythe*."
""Tiger Lily"",""Jodi Lynn Anderson"",""0062114611"",""OL20152913W"",""https://openlibrary.org/works/OL20152913W"",
